,cell,uniq_frags,frip,frac_open,mapping_rate,sequencing_depth,dup_level,mt_content,library_size,plate,celltype,TREATMENT
467,Immunodeficiency7828125,26907.0,0.7897569999999999,0.21373499999999998,95.0,206522,0.8441559999999999,0.046357999999999996,28269,,USM B-cells,CONTROL
468,Immunodeficiency7828126,57478.0,0.7437729999999999,0.336449,95.19,486101,0.8590709999999999,0.030038,59317,,SM B-cells,CVID
469,Immunodeficiency7828127,35818.0,0.774123,0.24813000000000002,94.95,316167,0.860567,0.06565800000000001,38370,,USM B-cells,CONTROL
470,Immunodeficiency7828128,47042.0,0.749786,0.30242399999999997,95.22,355119,0.8477600000000001,0.016496,47910,,SM B-cells,CVID
471,Immunodeficiency7828129,29540.0,0.81215,0.22898600000000002,95.29,237086,0.8541770000000001,0.033345,30597,,USM B-cells,CONTROL
472,Immunodeficiency7828130,45417.0,0.7548739999999999,0.280401,95.39,372664,0.8549770000000001,0.034318,47087,,SM B-cells,CVID
473,Immunodeficiency7828131,32932.0,0.746532,0.245878,95.01,266240,0.857153,0.009177,33273,,USM B-cells,CONTROL
474,Immunodeficiency7828132,28487.0,0.830508,0.22625100000000004,94.83,221283,0.8482370000000001,0.024384,29246,,SM B-cells,CVID
475,Immunodeficiency7828133,41213.0,0.763412,0.291485,95.21,356599,0.867964,0.009398,41630,,USM B-cells,CONTROL
476,Immunodeficiency7828134,33628.0,0.799323,0.24552399999999996,94.82,276333,0.850773,0.063052,35943,,SM B-cells,CVID
477,Immunodeficiency7828135,31878.0,0.776968,0.234504,94.93,258919,0.8560690000000001,0.019469999999999998,32548,,USM B-cells,CONTROL
478,Immunodeficiency7828136,22527.0,0.8075899999999999,0.197552,94.88,158526,0.8316959999999999,0.031305,23326,,SM B-cells,CVID
479,Immunodeficiency7828137,36505.0,0.748775,0.252892,93.69,364189,0.8734200000000001,0.058227,38779,,USM B-cells,CONTROL
480,Immunodeficiency7828138,35185.0,0.805419,0.25141199999999997,95.89,288799,0.850565,0.06624,37736,,Naive B-cells,CVID
481,Immunodeficiency7828139,20573.0,0.8171930000000001,0.182365,95.71,172674,0.8648129999999999,0.010295,20802,,USM B-cells,CVID
482,Immunodeficiency7828140,50093.0,0.714496,0.311449,95.65,392622,0.853876,0.005164,50418,,Naive B-cells,CVID
483,Immunodeficiency7828141,38794.0,0.783984,0.280546,95.58,325790,0.8578319999999999,0.036101999999999995,40289,,USM B-cells,CVID
484,Immunodeficiency7828142,39857.0,0.763968,0.26569699999999996,95.52,311997,0.849497,0.028849,41105,,Naive B-cells,CVID
485,Immunodeficiency7828143,20736.0,0.714422,0.169222,95.14,169646,0.8556309999999999,0.034367,21500,,USM B-cells,CVID
486,Immunodeficiency7828144,40669.0,0.7710779999999999,0.26996,95.8,297486,0.844843,0.008145999999999999,41080,,Naive B-cells,CVID
487,Immunodeficiency7828145,20682.0,0.792374,0.185068,95.18,169034,0.85439,0.024618,21230,,USM B-cells,CVID
488,Immunodeficiency7828146,46160.0,0.773783,0.295426,95.79,384396,0.857994,0.047462,48511,,Naive B-cells,CVID
489,Immunodeficiency7828147,46954.0,0.743698,0.31109499999999995,95.43,418103,0.868253,0.016073,47750,,USM B-cells,CVID
490,Immunodeficiency7828148,33311.0,0.820351,0.246457,95.49,258784,0.851561,0.017113999999999997,33939,,Naive B-cells,CVID
491,Immunodeficiency7828149,43349.0,0.698497,0.275124,95.45,415523,0.878179,0.030137,44711,,USM B-cells,CVID
492,Immunodeficiency7828150,43923.0,0.7585,0.287125,95.15,370354,0.8620620000000001,0.018151,44774,,Naive B-cells,CVID
493,Immunodeficiency7828151,6023.0,0.774675,0.069899,95.65,26709,0.742205,0.02224,6319,,USM B-cells,CVID
494,Immunodeficiency7828152,44698.0,0.731703,0.281736,95.4,377739,0.8623290000000001,0.007461,45073,,Naive B-cells,CVID
495,Immunodeficiency7828153,42803.0,0.7811899999999999,0.285661,94.98,420930,0.8792260000000001,0.034163,44331,,USM B-cells,CVID
496,Immunodeficiency7828154,47071.0,0.642848,0.265279,95.6,424312,0.86585,0.013497,47748,,SM B-cells,CVID
497,Immunodeficiency7828155,28222.0,0.805569,0.22491599999999998,95.82,257432,0.869589,0.054983000000000004,29880,,USM B-cells,CONTROL
498,Immunodeficiency7828156,20543.0,0.798765,0.183604,95.74,134833,0.8202379999999999,0.024549,21155,,SM B-cells,CVID
499,Immunodeficiency7828157,214126.0,0.10522000000000001,0.21655100000000002,92.91,2036885,0.873743,0.009106999999999999,216196,,USM B-cells,CONTROL
500,Immunodeficiency7828158,11482.0,0.763355,0.112498,95.45,61354,0.75884,0.095336,12935,,SM B-cells,CVID
501,Immunodeficiency7828159,29107.0,0.779536,0.226669,95.06,263909,0.860302,0.096701,32253,,USM B-cells,CONTROL
502,Immunodeficiency7828160,50771.0,0.733822,0.32045799999999997,96.19,312616,0.8095359999999999,0.044634,53467,,SM B-cells,CVID
503,Immunodeficiency7828161,33621.0,0.756111,0.240247,95.51,318426,0.866232,0.10183500000000001,37458,,USM B-cells,CONTROL
504,Immunodeficiency7828162,47828.0,0.718138,0.296713,95.14,405783,0.861759,0.010140999999999999,48360,,SM B-cells,CVID
505,Immunodeficiency7828163,31495.0,0.777874,0.235035,95.81,256029,0.861245,0.005494,31697,,USM B-cells,CONTROL
506,Immunodeficiency7828164,19655.0,0.8105600000000001,0.176316,95.29,152866,0.8375520000000001,0.094824,21768,,SM B-cells,CVID
507,Immunodeficiency7828165,25031.0,0.775108,0.20561100000000002,95.51,216795,0.864984,0.018777000000000002,25529,,USM B-cells,CONTROL
508,Immunodeficiency7828166,48830.0,0.774767,0.311128,95.33,413725,0.863991,0.016753,49700,,SM B-cells,CVID
509,Immunodeficiency7828167,5730.0,0.680162,0.05756,95.11,25874,0.7336729999999999,0.055078999999999996,6239,,USM B-cells,CONTROL
510,Immunodeficiency7828168,45132.0,0.720647,0.279918,95.08,381795,0.863065,0.017438,45970,,SM B-cells,CVID
511,Immunodeficiency7828169,25760.0,0.7866489999999999,0.214331,94.98,228573,0.867916,0.022947,26381,,USM B-cells,CONTROL
512,Immunodeficiency7828170,43490.0,0.760757,0.28143,95.91,377089,0.86713,0.027917,44768,,Naive B-cells,CVID
513,Immunodeficiency7828171,8465.0,0.787142,0.090523,96.12,71840,0.842915,0.14564000000000002,9928,,USM B-cells,CVID
514,Immunodeficiency7828172,45317.0,0.70098,0.282267,95.54,389029,0.864267,0.021717,46358,,Naive B-cells,CVID
515,Immunodeficiency7828173,36888.0,0.757881,0.261627,95.34,312541,0.863768,0.017028,37556,,USM B-cells,CVID
516,Immunodeficiency7828174,25170.0,0.734789,0.18263900000000002,95.09,200043,0.8499030000000001,0.013250999999999999,25547,,Naive B-cells,CVID
517,Immunodeficiency7828175,17562.0,0.805672,0.159875,95.4,149020,0.8588,0.053975,18582,,USM B-cells,CVID
518,Immunodeficiency7828176,32596.0,0.779127,0.233185,95.75,251452,0.8508690000000001,0.006613,32860,,Naive B-cells,CVID
519,Immunodeficiency7828177,35002.0,0.795931,0.266743,95.48,317079,0.8730540000000001,0.010964,35406,,USM B-cells,CVID
520,Immunodeficiency7828178,38307.0,0.746995,0.25485399999999997,95.39,320846,0.8642799999999999,0.0076939999999999995,38633,,Naive B-cells,CVID
521,Immunodeficiency7828179,23807.0,0.629257,0.164154,95.55,211327,0.8728290000000001,0.006386,23971,,USM B-cells,CVID
522,Immunodeficiency7828180,40158.0,0.78457,0.28028800000000004,95.32,366590,0.8702540000000001,0.011398,40643,,Naive B-cells,CVID
523,Immunodeficiency7828181,46344.0,0.75875,0.30356700000000003,95.43,465388,0.885865,0.01511,47064,,USM B-cells,CVID
524,Immunodeficiency7828182,43721.0,0.7542449999999999,0.290858,95.51,383531,0.869072,0.010255,44200,,Naive B-cells,CVID
525,Immunodeficiency7828183,40550.0,0.7687689999999999,0.27771399999999996,95.35,368760,0.873117,0.019869,41391,,USM B-cells,CVID
526,Immunodeficiency7828184,41558.0,0.7886569999999999,0.271119,95.45,355731,0.865992,0.0067870000000000005,41871,,Naive B-cells,CVID
527,Immunodeficiency7828185,50931.0,0.707751,0.314442,95.18,528415,0.8854719999999999,0.040884,53113,,USM B-cells,CVID
528,Immunodeficiency7828186,39875.0,0.794986,0.27279200000000003,95.84,322773,0.852066,0.028529000000000002,41103,,SM B-cells,CVID
529,Immunodeficiency7828187,19983.0,0.7758229999999999,0.176751,95.92,169224,0.863836,0.018034,20366,,USM B-cells,CONTROL
530,Immunodeficiency7828188,39148.0,0.8037380000000001,0.276781,95.07,307366,0.851138,0.023229,40136,,SM B-cells,CVID
531,Immunodeficiency7828189,11774.0,0.7572180000000001,0.11302899999999999,95.18,76448,0.8130350000000001,0.063549,12644,,USM B-cells,CONTROL
532,Immunodeficiency7828190,27434.0,0.818883,0.221441,95.68,195491,0.839968,0.010603,27792,,SM B-cells,CVID
533,Immunodeficiency7828191,22595.0,0.8222139999999999,0.197214,95.5,183141,0.85641,0.021777,23124,,USM B-cells,CONTROL
534,Immunodeficiency7828192,33820.0,0.804647,0.258104,95.68,244879,0.84178,0.018885,34544,,SM B-cells,CVID
535,Immunodeficiency7828193,9769.0,0.805824,0.10445499999999999,95.46,62293,0.814037,0.04702,10307,,USM B-cells,CONTROL
536,Immunodeficiency7828194,14002.0,0.818705,0.138077,96.03,83188,0.797588,0.068954,15166,,SM B-cells,CVID
537,Immunodeficiency7828195,33596.0,0.796428,0.244784,96.01,291329,0.867016,0.029213999999999997,34629,,USM B-cells,CONTROL
538,Immunodeficiency7828196,24984.0,0.818409,0.20828200000000002,95.4,194779,0.847052,0.031514999999999994,25842,,SM B-cells,CVID
539,Immunodeficiency7828197,34565.0,0.7612329999999999,0.25524,95.74,328717,0.8750819999999999,0.053014,36515,,USM B-cells,CONTROL
540,Immunodeficiency7828198,46829.0,0.7388939999999999,0.30641399999999996,95.48,411426,0.8643280000000001,0.011212,47396,,SM B-cells,CVID
541,Immunodeficiency7828199,26222.0,0.796446,0.21330100000000002,95.9,225408,0.860693,0.05587999999999999,27799,,USM B-cells,CONTROL
542,Immunodeficiency7828200,20909.0,0.7795380000000001,0.182429,95.63,160954,0.8348780000000001,0.068475,22508,,SM B-cells,CVID
543,Immunodeficiency7828201,37527.0,0.786924,0.263332,95.31,346520,0.875922,0.006697,37795,,USM B-cells,CONTROL
544,Immunodeficiency7828202,32476.0,0.76469,0.2323,95.8,199765,0.803888,0.054804,34605,,Naive B-cells,CVID
545,Immunodeficiency7828203,38341.0,0.796345,0.277956,95.49,274963,0.834834,0.042217000000000005,40142,,USM B-cells,CVID
546,Immunodeficiency7828204,32489.0,0.818236,0.242982,95.35,185797,0.7924939999999999,0.033181,33921,,Naive B-cells,CVID
547,Immunodeficiency7828205,27425.0,0.817407,0.219462,95.06,156213,0.7987479999999999,0.011819,27978,,USM B-cells,CVID
548,Immunodeficiency7828206,25045.0,0.771393,0.187529,95.16,144460,0.7958850000000001,0.032451,26111,,Naive B-cells,CVID
549,Immunodeficiency7828207,25084.0,0.725456,0.179405,95.16,157435,0.80902,0.049524,26556,,USM B-cells,CVID
550,Immunodeficiency7828208,34629.0,0.696383,0.240569,95.74,190861,0.7932779999999999,0.016975999999999998,35560,,Naive B-cells,CVID
551,Immunodeficiency7828209,39749.0,0.784977,0.27420700000000003,95.26,237241,0.8098489999999999,0.003909,40148,,USM B-cells,CVID
552,Immunodeficiency7828210,31572.0,0.802621,0.236,95.66,188046,0.802191,0.035646,32982,,Naive B-cells,CVID
553,Immunodeficiency7828211,29278.0,0.796324,0.229372,94.81,186739,0.8092199999999999,0.061572,31392,,USM B-cells,CVID
554,Immunodeficiency7828212,37410.0,0.7683409999999999,0.258957,95.59,232167,0.815659,0.014852,38170,,Naive B-cells,CVID
555,Immunodeficiency7828213,12305.0,0.839284,0.12393599999999999,95.27,73011,0.800628,0.010454000000000001,12532,,USM B-cells,CVID
556,Immunodeficiency7828214,25479.0,0.7680779999999999,0.201976,95.37,142837,0.792552,0.012097,26037,,Naive B-cells,CVID
557,Immunodeficiency7828215,14620.0,0.8471639999999999,0.141648,94.0,87577,0.796433,0.044694,15435,,USM B-cells,CVID
558,Immunodeficiency7828216,30090.0,0.708063,0.210035,95.37,178578,0.808172,0.0101,30591,,Naive B-cells,CVID
559,Immunodeficiency7828217,35652.0,0.782219,0.24541100000000002,94.94,234309,0.814783,0.047146,37614,,USM B-cells,CVID
560,Immunodeficiency7828218,53630.0,0.72596,0.32417399999999996,95.46,474451,0.871391,0.006171,53991,,SM B-cells,CVID
561,Immunodeficiency7828219,31281.0,0.774299,0.24229,95.39,317922,0.8841459999999999,0.02706,32158,,USM B-cells,CONTROL
562,Immunodeficiency7828220,35121.0,0.759076,0.24714899999999998,95.53,287372,0.854764,0.015419,35715,,SM B-cells,CVID
563,Immunodeficiency7828221,13685.0,0.7925760000000001,0.131481,94.62,122847,0.8424299999999999,0.175304,16628,,USM B-cells,CONTROL
564,Immunodeficiency7828222,23928.0,0.808958,0.20736500000000002,95.37,175018,0.83995,0.013116,24302,,SM B-cells,CVID
565,Immunodeficiency7828223,29955.0,0.723288,0.218642,94.56,287528,0.8771389999999999,0.029232,30868,,USM B-cells,CONTROL
566,Immunodeficiency7828224,46870.0,0.778478,0.30054200000000003,95.47,390970,0.861816,0.014403999999999998,47597,,SM B-cells,CVID
567,Immunodeficiency7828225,32051.0,0.7927420000000001,0.24450999999999998,94.95,294706,0.8749100000000001,0.006232,32265,,USM B-cells,CONTROL
568,Immunodeficiency7828226,34262.0,0.7737609999999999,0.231994,95.4,296346,0.8611190000000001,0.050599,36120,,SM B-cells,CVID
569,Immunodeficiency7828227,22906.0,0.783571,0.199128,95.43,196290,0.863566,0.009684,23148,,USM B-cells,CONTROL
