"Topic1"	"Topic2"	"Topic3"	"Topic4"	"Topic5"	"Topic6"	"Topic7"	"Topic8"	"Topic9"	"Topic10"	"Topic11"	"Topic12"	"Topic13"	"Topic14"	"Topic15"	"Topic16"	"Topic17"	"Topic18"	"celltype"	"TREATMENT"
"Immunodeficiency7828691"	0.0162841299922791	0.100680845090194	0.0444584824875412	0.0650522917105356	0.0553870990383941	0.0440794553239278	0.00503965747174844	0.106239910156524	0.0735172316979013	0.0680213378255071	0.00472380150207061	0.00352354881729487	0.0670737699164737	0.0769284761704219	0.0678318242437004	0.0627149575349196	0.0764862778128729	0.0619569032076928	"Naive B-cells"	"CVID"
"Immunodeficiency7828692"	0.0265275059795608	0.171621159879477	0.0344950765694406	0.0161836424067344	0.0303016183642407	0.00989345509893455	0.0606342993818532	0.182104805392477	0.0962786941260522	0.0270866337402541	0.0483334886466002	0.0221942658341876	0.0611934271425465	0.0409250458174137	0.00905476345789457	0.0269468518000808	0.092784145621719	0.0434411207405337	"USM B-cells"	"CVID"
"Immunodeficiency7828693"	0.0537909615962977	0.0771572544759309	0.0564976952868463	0.0558900611930497	0.0585415554205258	0.0455602815985073	0.0356724177085443	0.0803611433341312	0.0654464883045781	0.0701418426657337	0.0141842665733734	0.00506975516642423	0.066219840787592	0.0592044289773948	0.0674351089751852	0.0557795822669048	0.0707494767595303	0.0622978389094502	"Naive B-cells"	"CVID"
"Immunodeficiency7828694"	0.0563391218410278	0.0974445856275589	0.0561485246364535	0.0459833403924891	0.0410913454750812	0.0357546237469999	0.0546872794013836	0.10132006212057	0.0724128194267966	0.00773683467457292	0.0746999858816886	0.0538613581815615	0.0632641536072286	0.0548143442044332	0.0231116758435691	0.046301002400113	0.0680926161231117	0.0469363264153607	"USM B-cells"	"CVID"
"Immunodeficiency7828695"	0.0312160580029058	0.0911373478340598	0.055590819968121	0.047275471485196	0.053813493574824	0.0449903375509571	0.0249319396837487	0.101420450538135	0.0757126937779471	0.0865036040229642	0.00798386300481007	0.00500049370177592	0.068666864147377	0.0563525312795339	0.0632079330822507	0.0575585741892712	0.0724754207044419	0.0561621034516807	"Naive B-cells"	"CVID"
"Immunodeficiency7828696"	0.0473031531187071	0.0917514210700721	0.0524075348576381	0.0417399505493105	0.0454678697968443	0.0499413728938849	0.0716206571333894	0.0885970278606204	0.0726530040019372	0.0143827585327929	0.0647956972802121	0.0599780785603222	0.0645662868649792	0.0578560322194183	0.0166768626851215	0.0544148759909255	0.0643368764497464	0.0415105401340776	"USM B-cells"	"CVID"
"Immunodeficiency7828697"	0.0154367065757248	0.141808885376111	0.0365133729496599	0.0468760672501781	0.0486324561146727	0.0215840676014559	0.00393235951328513	0.154981801859821	0.10000683040114	0.0600489837338876	0.00314198452426256	0.00200033176234107	0.06900656694281	0.0567996643345726	0.0393235951328513	0.0492471922172458	0.0942985665915323	0.0563605671184489	"Naive B-cells"	"CVID"
"Immunodeficiency7828698"	0.0236475813495382	0.14540707290331	0.0409581684042296	0.0398710300867852	0.0352715987437513	0.022894947129769	0.0257382319600082	0.139385999145156	0.098660125253201	0.060777536191485	0.00240657114716322	0.00366096151344521	0.0775027410752448	0.0586032595565962	0.0422961847949304	0.0427143149170244	0.08201854639386	0.0581851294345022	"Naive B-cells"	"CONTROL"
"Immunodeficiency7828699"	0.0564513339835509	0.0964812163218439	0.0533385904113664	0.0508483955536187	0.0469885935241099	0.0389577151078739	0.0339150705209349	0.0985978819509293	0.0825361251184572	0.0668478975146472	0.00627390759993636	0.00179155685599065	0.0676572108434152	0.0651670159856675	0.0504126114535129	0.0505371211964003	0.0753768149024328	0.0578209411553121	"Naive B-cells"	"CVID"
"Immunodeficiency7828700"	0.0499437463570683	0.0879454542989983	0.0557385493337671	0.050980711100267	0.0487847857617285	0.0385981321079528	0.0406110636682797	0.0989250809916907	0.070927032925325	0.0854445393301072	0.00755018773806135	0.0073061960337793	0.0624483212015236	0.0565925202987543	0.0649492361704146	0.0458568853103439	0.0729399644856519	0.0544575928862863	"Naive B-cells"	"CONTROL"
"Immunodeficiency7828701"	0.0209293735224586	0.103509160756501	0.0532432033096927	0.0525118203309693	0.0565676713947991	0.0439346926713948	0.0170729905437352	0.107830969267139	0.0787086288416076	0.0744533096926714	0.00736554373522459	0.00111554373522459	0.0699320330969267	0.0668735224586288	0.0604905437352246	0.0471261820330969	0.0803708628841608	0.0579639479905437	"Naive B-cells"	"CVID"
"Immunodeficiency7828702"	0.0315338060842902	0.101678046353012	0.0495144423221878	0.0516879258234722	0.0561007559624434	0.0308093115838621	0.0246181767620219	0.107539865492839	0.0840925889335295	0.0741472553367436	0.00347610997680154	0.00413474134082709	0.0689440675609417	0.0641360586035551	0.0517537889598747	0.0508975681866415	0.0851463991159704	0.0597890916009865	"Naive B-cells"	"CONTROL"
"Immunodeficiency7828703"	0.0197441581828487	0.108334588866648	0.0524812925536113	0.0606817187174907	0.0617148432735699	0.0512544571432671	0.0243286484004506	0.0990364678619344	0.0775991333232891	0.0478322320512545	0.0243286484004506	0.0185173227725045	0.0611337107107753	0.0601005861546961	0.0440225852507121	0.0568720719169483	0.0816670612628513	0.0503504731566977	"Naive B-cells"	"CVID"
"Immunodeficiency7828704"	0.062367253578655	0.0757141600372004	0.0495293393155626	0.0599354019781573	0.0524136284231296	0.0396322688484209	0.0612361598109817	0.0782591210144654	0.0658736442584424	0.0454008470635549	0.0440435345423469	0.0206864482398924	0.0740740740740741	0.0611230504342143	0.0322236046701605	0.053884050321105	0.0631024645276427	0.060500948861994	"Naive B-cells"	"CONTROL"
"Immunodeficiency7828705"	0.0282642221933959	0.0998688401723815	0.054467361381358	0.0534944725501218	0.0537539095717848	0.040068606679062	0.0163301191968983	0.103890114008158	0.0803462042922414	0.0680878050186651	0.002515097793344	0.00245023853792825	0.0724333751315202	0.0604344128796068	0.054726798403021	0.0579697611738084	0.0811893746126461	0.0697092864040588	"Naive B-cells"	"CVID"
"Immunodeficiency7828706"	0.0831217373861907	0.0373289497502434	0.0602693750947901	0.0670942617136092	0.0549415603794539	0.0752841256561921	0.0542370559542855	0.0379013595956927	0.0373729812768164	0.0820209492218651	0.0222701676622684	0.0360960670061987	0.0512869436738927	0.0530041732102408	0.0918399796476499	0.0548094657997348	0.0390902108131645	0.0620306361577111	"Naive B-cells"	"CONTROL"
"Immunodeficiency7828707"	0.0379796030501615	0.0972607512831852	0.0547447700987684	0.0453369785175358	0.0448545276672161	0.0397284873825701	0.037376539487262	0.0925568554925689	0.0772993473512108	0.074464948605583	0.00782642490518501	0.00251946555166915	0.0730779024109141	0.0665648159315992	0.0525737412723301	0.0497996488829923	0.0789276189710395	0.0671075731382088	"Naive B-cells"	"CVID"
"Immunodeficiency7828708"	0.0694638789181589	0.0944684417945962	0.045250214624188	0.0479271021340742	0.0388013492594621	0.0348468563471301	0.068307950220708	0.0982404196494359	0.0725057965430296	0.0279112841624249	0.0675170516382416	0.0398356012519181	0.0653877093008321	0.0493263842415147	0.0221316406751705	0.0471362035516078	0.0644751340133709	0.0464669816741363	"Naive B-cells"	"CONTROL"
"Immunodeficiency7828709"	0.0247736115415074	0.127810487897256	0.0408876493475192	0.0468529421891678	0.0472402988671969	0.0213648727748511	0.0155545226044141	0.127500602554833	0.100385635092793	0.0571566298247426	0.00393382226354027	0.004940949626416	0.0819474572186069	0.0593258272217057	0.0466205281823503	0.046775470853562	0.0883001067382846	0.0586285852012533	"Naive B-cells"	"CVID"
"Immunodeficiency7828710"	0.0130390743029804	0.132167628073067	0.0361385798654031	0.0388425353660211	0.0575384562560088	0.0290310396923499	0.0101806070594699	0.140279494574921	0.0918400631781349	0.0692040928443895	0.00260953165773932	0.00446367257244884	0.0660366021150941	0.0615557615712128	0.0457955637961818	0.0572294327702239	0.0928443895069359	0.0512034747974179	"Naive B-cells"	"CONTROL"
"Immunodeficiency7828711"	0.0674884222988266	0.0916814652320763	0.0418538249939065	0.0435460844736934	0.039033392527595	0.0345833768585257	0.0445489049061597	0.0926216093875135	0.0727532295692747	0.0857898951913367	0.013461471499704	0.0058149657021484	0.0620982624743201	0.0653574288798357	0.0665482781433894	0.0506911800550158	0.0627877015216407	0.0593405062850378	"Naive B-cells"	"CVID"
"Immunodeficiency7828712"	0.0278003830567269	0.124493436249003	0.0461476494619944	0.0497727141952932	0.0466655158524656	0.0218819100227697	0.015741494250039	0.118574963215046	0.0931995100819544	0.0698215415978233	0.00375658635627564	0.00494028096306708	0.0641989922155639	0.063089278521697	0.0474793058946347	0.0552473017517036	0.0892785216969577	0.0579106146169844	"Naive B-cells"	"CONTROL"
"Immunodeficiency7828713"	0.0387588451535097	0.103882423027186	0.0426819522543336	0.0516397134678814	0.0469973700652398	0.0311741714252503	0.02071255248972	0.103097801607021	0.0867515220202549	0.0715167894453889	0.00691629251848946	0.001358557458989	0.0734129578774538	0.0654359734391119	0.0541243479650698	0.0494820045624283	0.0840707321680252	0.0679859930546474	"Naive B-cells"	"CVID"
"Immunodeficiency7828714"	0.0250844444444444	0.151164444444444	0.0426844444444444	0.0178844444444444	0.0388444444444444	0.0244444444444444	0.0537244444444444	0.195484444444444	0.0953244444444444	0.0113244444444444	0.0478044444444444	0.0479644444444444	0.0610844444444444	0.0398044444444444	0.00620444444444444	0.0298844444444444	0.0860444444444445	0.0252444444444444	"USM B-cells"	"CVID"
"Immunodeficiency7828715"	0.0343588117137118	0.0944206575747965	0.0575510096204673	0.0551723226556719	0.068136166613807	0.0508906861190401	0.0182432075272227	0.0877603340733693	0.075926366423512	0.0690876413997251	0.00456575747964901	0.00640923987736547	0.0678388307432075	0.0605243683264616	0.0601080981076224	0.0516637593825986	0.0698012474891638	0.0675414948726081	"Naive B-cells"	"CVID"
"Immunodeficiency7828716"	0.0516457819834416	0.0748631148341578	0.0640042286456269	0.0511804011467903	0.0505598933645885	0.0551102837674015	0.0593504202791136	0.0786895794910687	0.0585230765695112	0.0187071605448978	0.0716571579594487	0.0547483208944505	0.0661242969014829	0.0613153615894192	0.0189657054541485	0.0526282526385944	0.0694853807217425	0.0424415832141154	"USM B-cells"	"CVID"
"Immunodeficiency7828717"	0.0431024892226394	0.10618133778334	0.0431024892226394	0.0521137533027395	0.0528646919760812	0.0409122514253929	0.0191350298984842	0.094103740787095	0.0763315255180086	0.0803991099986094	0.00974829648171325	0.00180086218884717	0.0655680712001113	0.0621888471700737	0.0686344041162564	0.0482964817132527	0.0697608121262689	0.0657558058684467	"Naive B-cells"	"CVID"
"Immunodeficiency7828718"	0.0588432563208892	0.0798090857916233	0.0594361203933264	0.0468242846705712	0.0436443773729534	0.0420813720910735	0.0694070161570431	0.080725330267208	0.0648257937791192	0.0434826871713796	0.0710778149066389	0.0331345142706574	0.0600289844657636	0.0518366809193585	0.0372845627777179	0.0523756482579378	0.0558789359587031	0.0493035344280359	"USM B-cells"	"CVID"
"Immunodeficiency7828719"	0.0377868755413481	0.0852884177992136	0.050629677403274	0.0621265087643866	0.0672860623508372	0.0434511680656036	0.0172047432997464	0.0795680431707576	0.073903750646502	0.0769321842733317	0.00632481508483976	0.00301597093700733	0.0691367717894553	0.0705388243944691	0.0673421444550377	0.0552844920519196	0.0726138622498894	0.0615656877223811	"Naive B-cells"	"CVID"
"Immunodeficiency7828720"	0.0356809512214918	0.132193003814625	0.0446290885480075	0.0368679490301112	0.0465465465465465	0.0211630549468387	0.0418898628358088	0.151002353705056	0.0878175472770067	0.0187890593295999	0.0463639314990666	0.0313894976057138	0.0671820469117766	0.053942455969483	0.0133106079052025	0.0349504910315721	0.089461082704326	0.0468204691177664	"USM B-cells"	"CVID"
"Immunodeficiency7828721"	0.0287479832806962	0.0848672858539989	0.052462733518965	0.057788741255692	0.0673194919424667	0.0534158085876424	0.0124335806345113	0.0895765979580522	0.066702796309793	0.0814474282546268	0.00660300374377854	0.0046968536064236	0.0681604405324762	0.0590781957603733	0.0668149227884609	0.0640678240610965	0.0709075392598407	0.064908772651106	"Naive B-cells"	"CVID"
"Immunodeficiency7828722"	0.0242851911845935	0.0914806332892687	0.0518224754386292	0.0647811974405283	0.0628820743885258	0.051319766395452	0.0174148342611729	0.0841634238830239	0.071819124045008	0.0729362552520682	0.00406511633680265	0.00372997697468457	0.0650604802422934	0.0683560173031211	0.0749470914247767	0.0561234305858112	0.0671830295357079	0.067629882018532	"USM B-cells"	"CVID"
"Immunodeficiency7828723"	0.0354814556627035	0.0933994294050063	0.057672695351329	0.0574984185998477	0.0658637026709526	0.052037747053432	0.0141035074809909	0.0841627615764946	0.0677226546867537	0.0741708944915637	0.00765526767618089	0.00887520493655035	0.0688264074461356	0.0666189019273718	0.0660960716729277	0.0528510385603449	0.069523514452061	0.0574403263493539	"Naive B-cells"	"CVID"
"Immunodeficiency7828724"	0.00728557145432791	0.118732687548147	0.0552277458163282	0.0585468194260051	0.0727819573519529	0.0545639310943928	0.0137762042910295	0.122568061497107	0.0786825326580453	0.0402550359771189	0.00145875333956172	0.0244709970333219	0.0524249725459343	0.0609070495484421	0.0518349150153251	0.0533100588418482	0.0828129353723099	0.050359771188802	"USM B-cells"	"CVID"
"Immunodeficiency7828725"	0.0144146087206585	0.101247348934182	0.0516193968151264	0.0565368992415256	0.0694129911211762	0.0399079765627808	0.00878536252201733	0.10875301053237	0.0821596750422373	0.0687012473489342	0.0026384844890183	0.00186203673748158	0.0738128617132176	0.0645601926740717	0.0496135734569898	0.0602897300406197	0.0840360904417844	0.061648513605809	"Naive B-cells"	"CVID"
"Immunodeficiency7828726"	0.0653521535915672	0.0583023380072729	0.0572752125579055	0.0617105269983556	0.0605900265081366	0.0542872112506549	0.0468172079825285	0.0624108398047424	0.0544272738119323	0.0310835135990372	0.056714962312796	0.0218860720751565	0.0702076557158494	0.0602165263447303	0.0525597729949007	0.0647452158260319	0.0608701516306913	0.0605433389877108	"USM B-cells"	"CVID"
"Immunodeficiency7828727"	0.0426509317598427	0.0893956062272894	0.0535120178684535	0.0528519518618529	0.0667733440010668	0.0482914958162483	0.0208087475414208	0.0916158282494916	0.0743941060772744	0.0613127979464613	0.0188285495216188	0.00382704937160383	0.0667133380004667	0.0638330499716638	0.056992365903257	0.0568123479014568	0.0722338900556722	0.0591525819248592	"Naive B-cells"	"CVID"
"Immunodeficiency7828728"	0.0562411800729558	0.08517719732673	0.0516881007535213	0.0413238544079666	0.0439598476981655	0.0423423063609979	0.069301328647123	0.096440077748489	0.0692414197087094	0.00753521314268978	0.0774489442713742	0.0618726202838352	0.0663657906648561	0.0552227281199244	0.0160422823974226	0.0536051867827569	0.0670247889874058	0.0391671326250766	"USM B-cells"	"CVID"
"Immunodeficiency7828729"	0.0553749066647398	0.0744514295348893	0.055754269335453	0.0538574559818869	0.0568381626803478	0.0430185225329383	0.0282775730423682	0.0738010935279524	0.0684900161379676	0.0832851602957825	0.00990558084640027	0.00199315942866777	0.0733133415227497	0.0601440373822771	0.0774321362333502	0.0549955439940265	0.0617698773996194	0.0672977334585832	"Naive B-cells"	"CVID"
"Immunodeficiency7828730"	0.0298604602728314	0.0900760179110695	0.0504790169738623	0.0645956992606477	0.0617255024471519	0.0471987920441529	0.0206641153806102	0.0899588670207227	0.078243777986046	0.0724448089138811	0.00174424658960741	0.0010999166927002	0.0701017911069458	0.0665872643965428	0.0588553056336562	0.0535249401228783	0.0781266270956993	0.0647128501509945	"Naive B-cells"	"CONTROL"
"Immunodeficiency7828731"	0.0276131857363771	0.109120695726731	0.0415996815335385	0.0422197724802107	0.0580665411173886	0.0385681257942523	0.02148117526373	0.111945554483793	0.0872797146050557	0.0693659761456372	0.00473871970358122	0.00246505289911656	0.0739133097545665	0.0566885612358949	0.0625449757322432	0.0497297628343515	0.0795630272686908	0.0630961676848407	"Naive B-cells"	"CVID"
"Immunodeficiency7828732"	0.0427462252618363	0.0897280866950805	0.0585654343013843	0.0585059635907094	0.0541051310007599	0.0441140516073612	0.028949020385238	0.0972213962401295	0.068972808669508	0.0655235074503585	0.00623120890739089	0.00777744738494069	0.0656424488717085	0.0591006706974593	0.061241616281759	0.0546403673968348	0.0737899362341825	0.0631446790233588	"Naive B-cells"	"CONTROL"
"Immunodeficiency7828733"	0.0297628406708595	0.0937368972746331	0.0552345387840671	0.0593029350104822	0.0594208595387841	0.0446802935010482	0.0153170859538784	0.0901991614255765	0.0755175576519916	0.0690906708595388	0.00151991614255765	0.000576519916142558	0.0695623689727463	0.0702109538784067	0.0597746331236897	0.0614845387840671	0.0766378406708595	0.0679703878406709	"Naive B-cells"	"CVID"
"Immunodeficiency7828734"	0.00939712121723668	0.174898995014461	0.0236784946599593	0.037554722756789	0.0437331892816548	0.0141575790314775	0.00848554418897779	0.167403806115444	0.107239722250357	0.0661174696422342	0.0043328043935762	0.00342122736531731	0.0657123242963413	0.0593312850985291	0.0318826879142892	0.0262106530717895	0.100453537706652	0.0559888359949132	"Naive B-cells"	"CONTROL"
"Immunodeficiency7828735"	0.0479736438306706	0.0867922581976197	0.0518032829161992	0.0451304269338388	0.0536020527897051	0.0520934070893454	0.0400242414864673	0.0928268409990587	0.0711255528477299	0.0541242763013681	0.0421131355331193	0.0151896122651606	0.0706613541706962	0.0587662630717058	0.041764986525344	0.0414748623521979	0.0689206091318195	0.0656131935579539	"Naive B-cells"	"CVID"
"Immunodeficiency7828736"	0.0446273598760982	0.0970186119789581	0.0539400251008038	0.0524379823226254	0.0588066437021015	0.0488931613661246	0.020594675425245	0.0878861918876339	0.0767109936179871	0.0562231301236348	0.0216160645144063	0.00389195973190205	0.0737669897727576	0.0690205345937141	0.049073406499506	0.0571243557905418	0.0722649469945793	0.0561029667013805	"Naive B-cells"	"CONTROL"
"Immunodeficiency7828737"	0.0375135097444479	0.102778649374194	0.0510685772060105	0.0579716208206952	0.0555241780845797	0.0454206324303595	0.0195028414043161	0.100707736289788	0.0789317714325559	0.0496252135411219	0.00776766725935223	0.00149217306418436	0.0702088345012725	0.067573126939302	0.0451068577206011	0.0604190635568107	0.0835756371369801	0.0648119094934282	"Naive B-cells"	"CVID"
"Immunodeficiency7828738"	0.0283618766776303	0.110498657895732	0.0540168613663	0.0508184945748743	0.0634758610260482	0.036459869192091	0.0173377188008015	0.116282938263204	0.090627953574534	0.0615024006653813	0.00651771199576576	0.00189028770178821	0.0641563645986919	0.0634078106687838	0.0518392499338399	0.0442176099202299	0.0845714717780046	0.0540168613663	"Naive B-cells"	"CONTROL"
"Immunodeficiency7828739"	0.0172282890208684	0.101524859683107	0.0446885355244765	0.0535652198593638	0.0600151847357927	0.0418147887973547	0.0134604877564198	0.104654050563751	0.0821111040154402	0.0770660819833819	0.0038813319993472	0.00368974888420575	0.0624419041942511	0.0777685534055673	0.0662097054586997	0.0467959497910325	0.0760443053692942	0.0670398989576459	"Naive B-cells"	"CVID"
"Immunodeficiency7828740"	0.0341977173548171	0.134122188653911	0.0399378986236992	0.035934877475663	0.0499076871433367	0.0321584424303458	0.0579892581403155	0.130874454514938	0.0934122188653911	0.0138804968110104	0.0578382007385029	0.0116901644847264	0.0684122188653911	0.056780798925814	0.0122188653910708	0.0328382007385029	0.0855572339711313	0.0522490768714334	"Naive B-cells"	"CONTROL"
"Immunodeficiency7828741"	0.0283293884810313	0.0874821144408339	0.0493307123467191	0.0513766865915139	0.0690081705245985	0.0477059680934997	0.00919351172089167	0.0885652772763135	0.0772522432168599	0.0839919230820663	0.00137066902020567	0.00335646755191827	0.0683462376806943	0.0645551677565157	0.0803212045840521	0.0557695136465145	0.0740629304235033	0.0599818135622685	"Naive B-cells"	"CVID"
"Immunodeficiency7828742"	0.0180770436681695	0.152260171039971	0.0272236817921356	0.0335484847501973	0.0473657465970398	0.0166174737547706	0.0117522407101078	0.158584973998032	0.100299482122971	0.0605991804785227	0.00396786783864725	0.00620587503919216	0.075097574951618	0.0533013309115284	0.0454196533791746	0.0299482122971468	0.108375768977112	0.0513552376936633	"Naive B-cells"	"CONTROL"
"Immunodeficiency7828743"	0.0587760355011625	0.0770244100845642	0.0635293546291743	0.0639664414455432	0.0630922678128054	0.0503621142860612	0.0496518482094617	0.0764234157120569	0.0639664414455432	0.0246832638243882	0.0496518482094617	0.0184547766911314	0.0680641303490017	0.0612346488432376	0.0447892573773577	0.0517826464392601	0.0569184165315947	0.0576286826081942	"Naive B-cells"	"CVID"
"Immunodeficiency7828744"	0.0341992027665584	0.0955558195401389	0.0663327261687917	0.0470288535149547	0.0576608326073757	0.0403170454845437	0.0172711913624244	0.0914574588844012	0.0725099654180196	0.0799345318233415	0.00289723080172118	0.00147171405189937	0.0674612602624007	0.0600366938570788	0.0678176394498561	0.0502362662020538	0.0804691006045247	0.0673424671999155	"Naive B-cells"	"CONTROL"
"Immunodeficiency7828745"	0.0454462888441762	0.097760172143975	0.0514196288844176	0.054940755644981	0.0536832103733512	0.0395987033310977	0.0159568522244579	0.0992692264699307	0.0691510172143975	0.083235524256651	0.00325564498099709	0.00118069528280796	0.074872848200313	0.060348200312989	0.0668874357254639	0.0487159065504136	0.0711630896490051	0.0631147999105746	"Naive B-cells"	"CVID"
"Immunodeficiency7828746"	0.0454319607477796	0.0777964101608596	0.0570585677908204	0.0596857338053537	0.0605241910440345	0.0488416868517483	0.0340848394509658	0.0822681821004907	0.0702502950127321	0.0752810384448171	0.0142972486180983	0.00792497360412397	0.0652754487298926	0.0621452083721508	0.0637103285510217	0.0509657785230731	0.0661698031178188	0.058288305074219	"USM B-cells"	"CVID"
"Immunodeficiency7828747"	0.0282934087627803	0.106455699932231	0.0481157370576623	0.043077285718495	0.0603140929314358	0.0361162674209611	0.0104599428386222	0.104599428386222	0.0874289165856389	0.084445623029553	0.00482483278823772	0.00880255752968561	0.0660817938065353	0.0617725920033	0.0613085241167978	0.0489775774183093	0.0802690120510327	0.0586567076224992	"Naive B-cells"	"CVID"
"Immunodeficiency7828748"	0.0663956639566396	0.0704962071454776	0.0496739683554041	0.042537958130673	0.0438160495142069	0.0494076993171678	0.0717210447213642	0.0739044508349014	0.058727115655436	0.0279464148353274	0.0758215879102022	0.0787505473308008	0.0502597602395238	0.0573425166566076	0.0311948971018094	0.0479698465106922	0.0613365522301511	0.0426977195536148	"USM B-cells"	"CVID"
"Immunodeficiency7828749"	0.00534081728111579	0.131096653484713	0.0474380235574265	0.0580005953140282	0.0575413530637411	0.0263894204192712	0.00204958115405877	0.126733852106986	0.0941276523366076	0.0606795084407025	0.0015137985287239	0.00250882340434579	0.0599906450652719	0.0705532168218735	0.0540204958115406	0.0578475145639325	0.0892290683335459	0.0549389803121146	"Naive B-cells"	"CVID"
"Immunodeficiency7828750"	0.0356704980842912	0.122998084291188	0.0432567049808429	0.0215325670498084	0.0281704980842912	0.018860153256705	0.0672222222222222	0.136360153256705	0.0837739463601533	0.0123946360153257	0.0823946360153257	0.0423084291187739	0.0776532567049808	0.0481704980842912	0.0147222222222222	0.0361877394636015	0.0906704980842912	0.0376532567049808	"USM B-cells"	"CVID"
"Immunodeficiency7828751"	0.0298392145892446	0.0864870985360135	0.0534574857797493	0.0665854080912228	0.0573539010776752	0.0460243242883214	0.0126350424276332	0.0891246719684557	0.0742583489855999	0.0769558672687794	0.00328364571261106	0.0106568623533016	0.0693428712251395	0.0577135701820991	0.0765961981643555	0.0507000226458325	0.0750975768959224	0.0638878898080433	"Naive B-cells"	"CVID"
"Immunodeficiency7828752"	0.0438376229336681	0.116207813947927	0.0506979942008191	0.049285564822288	0.052513974830359	0.0364391833318387	0.0476041012764177	0.108473081636923	0.0846635578273996	0.024467162885242	0.0476713598182525	0.0231219920485457	0.0659656831973216	0.0513033210773324	0.0184138941201088	0.050361701491645	0.0849998505365737	0.0439721400173378	"USM B-cells"	"CVID"
"Immunodeficiency7828753"	0.030884003433023	0.0933320129398561	0.0447877467485311	0.0593450848352809	0.0637419951145441	0.0449659998679607	0.0171585132369446	0.0927378358750908	0.0784181686142471	0.0755661187033736	0.00586914900640391	0.0024823397372417	0.0658216148412227	0.0665346273189411	0.0617217930943421	0.0509671882220902	0.0786558394401532	0.0670099689707533	"Naive B-cells"	"CVID"
"Immunodeficiency7828754"	0.0391606919524004	0.0795039439305571	0.0483549413673118	0.0637901358396176	0.0576606362296767	0.0501937912502941	0.0153113661973575	0.0812870710898126	0.0703654172393724	0.0833488118677019	0.00656289857225999	0.00243941701648154	0.064124472181978	0.0678021719479426	0.0709226444766398	0.0622856222989958	0.066241935683594	0.0706440308580061	"USM B-cells"	"CVID"
"Immunodeficiency7828755"	0.0254226714080729	0.087241874103188	0.0593923513631543	0.0547881963940358	0.063940358100942	0.06141368769106	0.0264333395720257	0.0912283985276686	0.0697797741593362	0.0487241874103188	0.021099257595608	0.0317674215484434	0.0561357539459729	0.0706219976292969	0.0478819639403581	0.0592239066691621	0.0734855574271633	0.051419302514193	"Naive B-cells"	"CVID"
"Immunodeficiency7828756"	0.0624014048873411	0.106668750186029	0.0589189510968241	0.0412388010834301	0.0436497306307111	0.0346757150936096	0.0686296395511504	0.105128434086377	0.0671562937167009	0.00507485787421496	0.0797467035747239	0.0438506414263178	0.0652811262910379	0.0495431139685091	0.013914932880912	0.0490073518468911	0.0688975206119594	0.0362160311932613	"USM B-cells"	"CVID"
"Immunodeficiency7828757"	0.0141388289032854	0.129951033974068	0.0382930318945675	0.0458112275276156	0.0502901525856017	0.0259759879851058	0.0224568325824024	0.138428999262399	0.103477387649186	0.0526895767238085	0.00262159303989265	0.00262159303989265	0.0680458912083322	0.0648466590240565	0.0338940876411883	0.0505300949994224	0.0983586161543452	0.0575684058048291	"Naive B-cells"	"CVID"
"Immunodeficiency7828758"	0.0443815604895274	0.156266627968848	0.0325182605330624	0.0189135587481256	0.0340419871329754	0.0170633193053742	0.0597276641029362	0.161490833454264	0.0990180428578339	0.021199148647995	0.0550476466889179	0.0171721569196537	0.0605983650171722	0.0506941421177381	0.0100977119914865	0.0296884825617956	0.097058965800803	0.0350215256614908	"USM B-cells"	"CVID"
"Immunodeficiency7828759"	0.0208687992817881	0.121791125678617	0.0350467091834574	0.0544841663067138	0.0597437135283008	0.0308543164705982	0.00646221341396278	0.122705829543241	0.0948835869942662	0.069348104106851	0.0026509473113635	0.00310829924367542	0.068890752174539	0.0621829238339643	0.0491483937630748	0.048005013932295	0.0950360376383701	0.0547890675949217	"Naive B-cells"	"CVID"
"Immunodeficiency7828760"	0.0241825856764685	0.177305573442083	0.0329398297202547	0.0170995206410532	0.0322959147170351	0.0245689346784002	0.0364169707376404	0.168805895399585	0.0896043500035773	0.024955283680332	0.0572798168419546	0.0468483937897975	0.0610145238606282	0.024955283680332	0.0141375116262431	0.026500679688059	0.0993918580525149	0.0416970737640409	"USM B-cells"	"CVID"
"Immunodeficiency7828761"	0.0188804261544416	0.0938641895127695	0.0597377208347274	0.0573760275006068	0.0669999278371481	0.0507632861650692	0.0107916264850787	0.0857163475100536	0.0776865901740437	0.0690073671711506	0.00293899614912781	0.00282091148242179	0.0711328911718591	0.0750887275065111	0.0690073671711506	0.0586749588343731	0.0757381931733942	0.053774445166073	"Naive B-cells"	"CVID"
"Immunodeficiency7828762"	0.0193902531085876	0.141296494009296	0.0370550109461106	0.0217196717245247	0.0454020943198853	0.0257961543024146	0.0340461785671919	0.170317167599513	0.093931648818575	0.0282226320273491	0.0418109072869822	0.0221079081605142	0.0602521379964843	0.0533609412576704	0.0208461397435483	0.0340461785671919	0.101308141102376	0.0490903404617857	"Naive B-cells"	"CONTROL"
"Immunodeficiency7828763"	0.0357317397571281	0.0885684414997928	0.0518221578852947	0.0698055663814809	0.05995088123032	0.044305872600511	0.0151315504580913	0.0860630130715315	0.0721996424351527	0.0653514713979053	0.0127931505917141	0.00605633192905616	0.0690817759466498	0.0693601568831233	0.0688590711974711	0.0520448626344735	0.0684136616991135	0.0644606524011902	"Naive B-cells"	"CVID"
